Story,Pier,CaseCombo,Location,P,V2,V3,T,M2,M3
T2,C44,EULS Min,2.085,-5637.751870350008,-60.76974974231623,-129.35776717964,-1.0349549889086076,-92.28410230625221,-0.33329271995043186
T2,C44,EULS Min,4.17,-5622.007780896609,-60.76974974231623,-129.35776717964,-1.0349549889086076,-47.13318344680427,29.006073312722954
T2,C45,EULS Max,0,-3328.1388975499995,56.18181204739666,127.34919163600027,0.8475214168585541,356.2005811381115,117.25078414084784
T2,C45,EULS Max,2.25,-3311.1488729599996,56.18181204739666,127.34919163600027,0.8475214168585541,69.66489995711089,-2.5769895564985585
T2,C45,EULS Max,4.5,-3294.1588483699998,56.18181204739666,127.34919163600027,0.8475214168585541,138.74550913932518,-1.3144064518039684
T2,C45,EULS Min,0,-4250.823826321719,-10.273846224715868,-98.3273962796123,-1.0349549889086076,-303.72777411893014,-47.54671446302536
T2,C45,EULS Min,2.25,-4233.833801731719,-10.273846224715868,-98.3273962796123,-1.0349549889086076,-82.49113248980248,-28.826506776619155
T2,C45,EULS Min,4.5,-4216.843777141719,-10.273846224715868,-98.3273962796123,-1.0349549889086076,-216.8707812238897,-135.56737007243714
T2,C5,EULS Max,0,-1420.5964575857988,29.982931369862452,52.86442902689704,0.48302194881150945,140.50824898395237,72.06353855800594
T2,C5,EULS Max,2.25,-1408.460725735799,29.982931369862452,52.86442902689704,0.48302194881150945,21.563283673434018,4.601942975815431
T2,C5,EULS Max,4.5,-1396.3249938857991,29.982931369862452,52.86442902689704,0.48302194881150945,59.3200371627834,36.28470286677778
T2,C5,EULS Min,0,-2139.7992341171403,-19.99898850118218,-39.0299027159857,-0.5898446525726686,-116.31452505915226,-53.71074538854202
T2,C5,EULS Min,2.25,-2127.6635022671408,-19.99898850118218,-39.0299027159857,-0.5898446525726686,-28.497243948184423,-8.713021260882124
T2,C5,EULS Min,4.5,-2115.5277704171403,-19.99898850118218,-39.0299027159857,-0.5898446525726686,-97.38168163708434,-62.85965260637509
T2,C6,EULS Max,0,-1077.7967007970885,8.101745112090558,46.66587195523151,0.3271689205960823,145.51608550073914,26.047771353475174
T2,C6,EULS Max,2.085,-1067.6755004341887,8.101745112090558,46.66587195523151,0.3271689205960823,48.217742474081426,9.155632794766358
T2,C6,EULS Max,4.17,-1057.5543000712885,8.101745112090558,46.66587195523151,0.3271689205960823,60.42130137807299,23.86542755892342
T2,C6,EULS Min,0,-1672.2841735643399,-13.450720923104498,-49.28687148229258,-0.399523952848109,-145.1049527030871,-32.22407869042234
T2,C6,EULS Min,2.085,-1662.16297320144,-13.450720923104498,-49.28687148229258,-0.399523952848109,-42.341825662507055,-4.179325565749457
T2,C6,EULS Min,4.17,-1652.0417728385398,-13.450720923104498,-49.28687148229258,-0.399523952848109,-49.08060055257628,-7.736505763942457
T2,C7,EULS Max,0,-804.1422673212235,7.229053286329177,38.83805633364081,0.14456715198525807,114.86097721638556,16.316768488287416
T2,C7,EULS Max,2.085,-796.7200537217635,7.229053286329177,38.83805633364081,0.14456715198525807,33.88362976074448,1.2441923862910826
T2,C7,EULS Max,4.17,-789.2978401223035,7.229053286329177,38.83805633364081,0.14456715198525807,46.66673911165827,9.441322708409244
T2,C7,EULS Min,0,-1225.6973732902568,-5.324393869752707,-37.4380994637055,-0.17653889589485436,-109.45013565199365,-12.761399728459542
T2,C7,EULS Min,2.085,-1218.275159690797,-5.324393869752707,-37.4380994637055,-0.17653889589485436,-31.391698270167694,-1.660038510025149
T2,C7,EULS Min,4.17,-1210.852946091337,-5.324393869752707,-37.4380994637055,-0.17653889589485436,-47.0937176948966,-13.828383715705248
T2,C8,EULS Max,0,-129.20660317923267,2.611141443418132,3.763954384736838,0.029110185195182738,8.421276544267256,5.821968672021225
T2,C8,EULS Max,2.085,-126.48512485943067,2.611141443418132,3.763954384736838,0.029110185195182738,0.5734316520909485,0.37773876249442145
T2,C8,EULS Max,4.17,-123.76364653962867,2.611141443418132,3.763954384736838,0.029110185195182738,6.031794702767809,2.3670545379821335
T2,C8,EULS Min,0,-256.1688367773429,-1.5163894983340307,-3.242128569947547,-0.035548047278238855,-7.487881433913461,-3.9562896700707744
T2,C8,EULS Min,2.085,-253.4473584575409,-1.5163894983340307,-3.242128569947547,-0.035548047278238855,-0.7280433655728263,-0.7946175660443204
T2,C8,EULS Min,4.17,-250.7258801377389,-1.5163894983340307,-3.242128569947547,-0.035548047278238855,-7.274413240085358,-5.066491147032384
T2,C9,EULS Max,0,-342.7022472462789,3.039831284201301,3.949178457390445,0.029110185195182738,8.74527334137233,6.462790250134787
T2,C9,EULS Max,2.085,-339.9807689264769,3.039831284201301,3.949178457390445,0.029110185195182738,0.5112362577132528,0.12474202257507275
T2,C9,EULS Max,4.17,-337.2592906066749,3.039831284201301,3.949178457390445,0.029110185195182738,4.976884441117589,3.392570740306071
T2,C9,EULS Min,0,-411.749961410557,-1.8997367298220842,-2.862216589291377,-0.035548047278238855,-6.958558736227455,-4.52933142305202
T2,C9,EULS Min,2.085,-409.028483090755,-1.8997367298220842,-2.862216589291377,-0.035548047278238855,-0.9908371475549338,-0.5683803413729746
T2,C9,EULS Min,4.17,-406.307004770953,-1.8997367298220842,-2.862216589291377,-0.035548047278238855,-7.722800825945825,-6.21330620498464
