Story,Pier,CaseCombo,Location,P,V2,V3,T,M2,M3
T2,C38,EULS Min,0,-2173.3070903361136,-19.331996896697422,-3.368416533580625,-1.0656642644957002,-31.661832067927953,-87.09800808904785
T2,C38,EULS Min,2.25,-2161.1713584861136,-19.331996896697422,-3.368416533580625,-1.0656642644957002,-24.08289486737155,-43.70133163590669
T2,C38,EULS Min,4.5,-2149.035626636113,-19.331996896697422,-3.368416533580625,-1.0656642644957002,-16.50395766681514,-2.9129471478107423
T2,C39,EULS Max,0,-575.0463964525779,6.397989270382524,42.32383110629953,0.32716892059608227,155.66645674452073,22.370079510720114
T2,C39,EULS Max,2.125,-564.731024380078,6.397989270382524,42.32383110629953,0.32716892059608227,65.7283156436342,9.015064487019815
T2,C39,EULS Max,4.25,-554.4156523075781,6.397989270382524,42.32383110629953,0.32716892059608227,47.54067334973111,26.185263673094145
T2,C39,EULS Min,0,-1028.9453635742636,-13.122069612703175,-48.09820306033203,-0.39952395284810893,-156.87668965668004,-30.93669694132527
T2,C39,EULS Min,2.125,-1018.6299915017637,-13.122069612703175,-48.09820306033203,-0.39952395284810893,-54.66800815347446,-3.0522990143310205
T2,C39,EULS Min,4.25,-1008.3146194292638,-13.122069612703175,-48.09820306033203,-0.39952395284810893,-24.209825457252293,-4.8213748884056145
T2,C4,EULS Max,0,-2383.0283035597895,26.98665874905058,86.64015555113939,0.48302194881150945,187.42548182304807,67.62026602000907
T2,C4,EULS Max,2.091253251168328,-2371.7487974768474,26.98665874905058,86.64015555113939,0.48302194881150945,17.141405417793052,11.184328172886847
T2,C4,EULS Max,4.182506502336656,-2360.469291393905,26.98665874905058,86.64015555113939,0.48302194881150945,-28.320657963919437,32.73289693516199
T2,C4,EULS Min,0,-3136.1050090262065,-21.03535340027111,-12.151758904439234,-0.5898446525726686,-79.14546859656389,-55.2476054404214
T2,C4,EULS Min,2.091253251168328,-3124.8255029432644,-21.03535340027111,-12.151758904439234,-0.5898446525726686,-57.54804698323308,-11.257354252629707
T2,C4,EULS Min,4.182506502336656,-3113.5459968603222,-21.03535340027111,-12.151758904439234,-0.5898446525726686,-174.94753213305174,-45.25160967423538
T2,C40,EULS Max,0,-858.4329098086132,9.725237961259666,31.405515796037943,0.48302194881150945,114.83037041630182,39.42734067606629
T2,C40,EULS Max,2.085,-847.1871316276132,9.725237961259666,31.405515796037943,0.48302194881150945,49.349869981562705,19.755444516372823
T2,C40,EULS Max,4.17,-835.9413534466132,9.725237961259666,31.405515796037943,0.48302194881150945,70.78701294427235,47.88456246370382
T2,C40,EULS Min,0,-1243.628629411141,-25.049503563279536,-48.213044076037804,-0.5898446525726686,-134.70717060083524,-58.21761294932322
T2,C40,EULS Min,2.085,-1232.382851230141,-25.049503563279536,-48.213044076037804,-0.5898446525726686,-34.182973702296394,-7.626554897723272
